District,TOTALREV,TFEDREV,C14,C15,C16,C17,C19,B11,C20,C25,C36,B10,B12,B13,TSTREV,C01,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C24,C35,C38,C39,TLOCREV,T02,T06,T09,T15,T40,T99,D11,D23,A07,A08,A09,A11,A13,A15,A20,A40,U11,U22,U30
LYNWOOD UNI SCH DIST,206568,17673,5010,2832,655,0,181,600,2298,6709,0,0,0,43,164047,140427,100,2205,958,0,0,0,450,0,0,14710,0,0,5197,0,24848,0,19722,0,0,0,0,2108,674,0,0,20,0,0,0,0,144,0,1365,0
MANHATTAN BEACH UNIFIED SCH DIST,117236,2398,141,1898,69,0,0,0,10,349,0,0,0,0,27065,13024,50,2821,463,0,0,0,9,0,0,8177,0,0,2521,0,87773,0,59532,0,0,0,2392,2718,0,0,0,2003,0,0,0,4824,1769,0,2138,0
MONROVIA UNIF SCH DIST,85978,5736,1208,1194,142,0,43,53,913,2325,0,0,0,0,51821,36379,42,0,381,0,0,0,130,0,0,12923,0,0,1966,0,28421,0,20234,0,0,0,0,3727,1282,377,0,401,0,0,0,493,516,0,381,0
MONTEBELLO UNIFIED SCHOOL DISTRICT,421169,42314,9573,5666,910,0,350,990,4713,12461,0,0,0,8561,283691,230438,199,0,1795,0,0,0,930,0,0,40677,0,0,9652,0,95164,0,67736,0,0,0,0,9038,9459,67,0,629,0,0,0,265,83,0,4953,0
MOUNTAIN VIEW ELEM SCHOOL DIST,112994,11094,3295,1343,432,0,0,535,1084,4837,0,0,0,0,77959,62614,56,0,442,0,0,0,325,0,0,11664,0,0,2858,0,23941,0,10408,0,0,0,0,10434,695,0,0,48,0,0,0,0,0,0,648,0
NEWHALL SCHOOL DISTRICT,79662,2618,884,1153,96,0,0,186,395,0,0,0,0,0,47202,35601,45,0,517,0,0,0,0,0,0,8849,0,0,2190,0,29842,0,23668,0,0,0,0,3562,390,0,0,0,0,0,0,0,348,0,269,0
NORWALK LA MIRADA UNIF SCH DIST,295188,19119,4510,4050,843,0,173,490,1330,8297,0,0,0,269,197799,147878,139,9521,1247,0,0,0,645,0,0,31344,0,0,7025,0,78270,0,49652,0,0,0,0,11054,4231,0,0,1578,0,0,0,1303,1977,0,2411,0
PALMDALE ELEM SCH DIST,359409,51840,8363,10506,742,0,0,587,20441,11943,0,0,0,0,252559,177221,111,41145,1333,0,0,0,981,0,0,24959,0,0,6809,0,55010,0,33420,0,0,0,0,10551,2667,0,0,1439,0,0,0,0,112,0,3230,0
PALOS VERDES PENINSULA UNIF SCHOOL DIST,152060,2791,280,1934,128,0,38,195,0,344,0,0,0,0,60520,40187,84,4192,806,0,0,0,15,0,0,11154,0,0,4082,0,88749,0,60894,0,0,0,8752,146,196,217,0,1584,0,0,0,6296,623,0,701,0
PARAMOUNT UNIF SCH DIST,235655,18998,5217,3132,556,0,418,772,1810,7649,0,0,0,0,174846,148762,93,3006,1046,0,0,0,558,0,0,15438,0,0,5943,0,41811,0,29634,0,0,0,0,2784,3949,0,0,23,0,0,0,0,0,0,1840,0
PASADENA UNIFIED SCH DIST,303209,27805,5353,5266,591,0,182,357,10333,6191,0,0,0,123,126645,75147,147,13416,1167,0,0,0,490,0,0,30755,0,0,5523,0,148759,0,124193,0,0,0,0,0,10368,0,0,635,0,0,0,0,5012,0,1988,0
POMONA UNIFIED SCHOOL DISTRICT,447168,70785,15850,5093,1491,0,287,1213,14861,15137,0,0,0,18344,292064,219045,181,13757,1663,0,0,0,1077,6908,0,39713,0,0,9720,0,84319,0,60303,0,0,0,0,0,6355,432,0,25,0,0,0,4826,293,0,4011,0
HACIENDA LA PUENTE UNIFIED SCHOOL DIST,311551,26266,4822,4163,615,0,939,389,3702,8671,0,0,0,3580,224169,156331,144,9627,926,0,0,0,610,0,0,49722,0,0,6809,0,61116,0,47374,0,0,0,0,160,1808,1800,1,949,0,0,0,141,429,0,5219,0
REDONDO BEACH UNIFIED SCH DT,139858,5538,445,2441,214,0,22,121,1559,950,0,0,0,0,56132,38902,62,3987,710,0,0,0,53,0,0,8980,0,0,3438,0,78188,0,59378,0,0,0,0,178,605,614,0,1306,0,0,0,0,996,0,917,0
ROSEMEAD ELEM SCH DIST,41065,3532,902,500,116,0,0,106,236,1788,0,0,0,0,26058,20405,19,0,175,0,0,0,100,412,0,4008,0,0,939,0,11475,0,7907,0,0,0,0,1530,210,0,0,614,0,0,0,0,0,0,432,0
ROWLAND UNIFIED SCH DIST,229374,18268,4417,4524,512,0,137,432,2711,5872,0,0,0,175,157659,114278,128,7800,920,0,0,0,437,0,0,28877,0,0,5219,0,53447,0,42241,0,0,0,0,0,2909,118,43,543,0,0,0,0,830,0,4082,0
SAN GABRIEL UNIFIED SCHOOL DIST,76470,5208,1365,1344,142,0,77,166,316,1940,0,0,0,0,45610,37763,41,0,362,0,0,0,114,0,0,5517,0,0,1813,0,25652,0,20260,0,0,0,0,2914,200,0,0,387,0,0,0,0,146,0,531,0
SAN MARINO UNI SCH DIST,51791,1042,316,568,69,0,0,55,14,89,0,0,0,0,14061,11127,24,0,214,0,0,0,4,0,0,1402,0,0,1290,0,36688,0,19961,0,0,0,5746,2502,0,0,0,708,0,0,0,0,315,0,287,0
SANTA MONICA-MALIBU UNIFIED SCHOOL DIST,235525,7251,1051,2301,180,0,21,123,2468,1287,0,0,0,0,25620,11372,107,0,730,0,0,0,97,0,0,8492,0,0,4822,0,202654,0,106362,0,0,0,12359,6947,19170,0,113,1416,0,0,0,4,4624,0,4271,0
SAUGUS UNION SCHOOL DISTRICT,173707,4919,554,3445,152,0,0,95,799,0,0,0,0,26,98203,55791,82,336,713,0,0,0,0,0,0,38063,0,0,3218,0,70585,0,49317,0,0,0,0,6816,89,0,0,0,0,0,0,1,77,0,2072,0
ACTON-AGUA DULCE UNIFIED SCHOOL DISTRICT,25200,1024,174,493,35,0,0,17,39,301,0,0,0,0,11576,9783,11,0,76,0,0,0,25,0,0,1246,0,0,435,0,12600,0,6291,0,0,0,0,0,162,0,0,108,0,0,0,0,132,0,164,0
SOUTH PASADENA UNIF SCH DIST,65612,1849,291,916,70,0,18,63,18,543,0,0,0,0,34858,30406,23,0,341,0,0,0,37,0,0,2529,0,0,1522,0,28905,0,18623,0,0,0,2344,1880,134,0,0,1234,0,0,0,1712,606,0,628,0
SOUTH WHITTIER ELEM SCH DIST,44036,4282,1101,477,184,0,0,107,557,1990,0,0,0,50,27905,22962,23,0,190,0,0,0,118,0,0,3627,0,0,985,0,11849,0,7895,0,0,0,0,1156,939,0,0,60,0,0,0,0,69,0,390,0
SULPHUR SPRINGS UNION SCHOOL DISTRICT,72245,3242,882,1050,151,0,0,139,1171,0,0,0,0,0,39899,32640,45,0,379,0,0,0,0,0,0,5144,0,0,1691,0,29104,0,19648,0,0,0,0,5301,37,0,50,0,0,0,0,0,272,0,531,0
TEMPLE CY UNI SCH DIST,76721,3651,960,1091,146,0,0,143,516,941,0,0,0,0,46221,40251,54,0,420,0,0,0,61,0,0,3502,0,0,1933,0,26849,0,18275,0,0,0,0,4633,113,0,0,579,0,0,0,24,389,0,797,0
TORRANCE UNI SCH DIST,310733,15916,2233,5332,454,0,108,497,4318,3403,0,0,0,25,171131,130447,187,11819,1648,0,0,0,258,0,0,18737,0,0,8035,0,123686,0,100772,0,0,0,0,3999,812,566,2,3746,0,0,363,0,2564,0,3051,0
VALLE LINDO ELEM SCH DIST,14494,1067,196,187,27,0,0,14,11,659,0,0,0,0,11033,9474,5,0,71,0,0,0,53,0,0,1031,0,0,399,0,2394,0,1357,0,0,0,0,604,159,0,0,87,0,0,0,0,0,0,79,0
WALNUT VALLEY UNIF SCH DIST,187144,5166,892,2129,219,0,51,215,401,1478,0,0,0,0,114802,94189,76,0,1020,0,0,0,88,4204,0,10710,0,0,4515,0,67176,0,40376,0,0,0,0,7164,4627,0,252,3451,0,0,0,507,476,0,2210,0
WEST COVINA UNIFIED SCH DIST,140285,9026,1794,2213,262,0,65,135,915,3904,0,0,0,0,95267,78011,71,0,626,0,0,0,275,0,0,12730,0,0,3554,0,35992,0,21921,0,0,0,0,4005,2863,0,0,520,0,0,0,6,451,0,1895,0
WESTSIDE UNION SCHOOL DISTRICT,121132,4463,826,1758,179,0,0,99,630,1150,0,0,0,0,83291,67647,61,0,679,0,0,0,85,0,0,11905,0,0,2914,0,33378,0,20427,0,0,0,265,5258,930,0,0,1390,0,0,0,0,20,0,603,0
WHITTIER CY SCHOOL DISTRICT,82771,6543,1561,996,247,0,0,102,1135,2749,0,0,0,0,56121,49199,60,0,425,0,0,0,150,0,0,4154,0,0,2133,0,20107,0,15097,0,0,0,0,2298,750,0,0,280,0,0,0,0,267,0,384,0
WHITTIER UNION HIGH SCHOOL DIST,245522,20773,1982,13684,50,0,304,124,1124,3555,0,0,0,0,159401,101627,109,33008,841,0,0,0,275,0,0,18888,0,0,4653,0,65348,0,41320,0,0,0,0,4568,3935,111,0,0,0,0,0,8382,157,0,910,0
WILSONA SCHOOL DISTRICT,18241,1884,563,197,30,0,0,35,195,894,0,0,0,0,13417,12004,9,0,86,0,0,0,74,0,0,812,0,0,432,0,2940,0,1655,0,0,0,0,614,19,0,0,1,0,0,0,0,30,0,128,0
WISEBURN UNIFIED SCHOOL DISTRICT,47983,1400,391,472,52,0,0,32,98,407,0,0,0,0,19007,14294,18,995,179,0,0,0,26,0,0,2565,0,0,930,0,27576,0,19062,0,0,0,1982,0,1894,0,0,419,0,0,0,2170,268,0,436,0
WILLIAM S HART UNION HIGH SCH DIST,326117,10376,1828,4416,409,0,245,114,1663,2033,0,0,0,77,207543,162971,128,0,1577,0,0,0,160,0,0,35277,0,0,7430,0,108198,0,83110,0,0,0,0,6668,696,161,5,1327,0,0,0,21,457,0,3777,0
BALDY VIEW ROP JPA,21097,455,0,0,0,0,0,0,455,0,0,0,0,0,12556,0,0,0,0,0,0,0,0,0,0,12556,0,0,0,0,8086,0,0,0,0,0,0,7032,0,0,0,0,0,0,0,730,0,0,300,0
SAN ANTONIO ROP JPA,206,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,182,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,2,0
EAST SAN GABRIEL VALLEY ROP JPA,13737,1316,0,0,0,0,265,0,1051,0,0,0,0,0,3876,0,0,0,0,0,0,0,0,0,0,3876,0,0,0,0,8545,0,0,0,0,0,0,7304,0,0,0,0,0,0,0,49,0,0,188,0
TRI-CITIES ROP JPA,5038,21,0,0,0,0,21,0,0,0,0,0,0,0,1610,0,0,0,0,0,0,0,0,0,0,1610,0,0,0,0,3407,0,0,0,0,0,0,3179,0,46,0,0,0,0,0,0,0,0,131,0
SOUTHERN CALIFORNIA ROC JPA,7301,27,0,0,0,0,27,0,0,0,0,0,0,0,3962,0,0,0,0,0,0,0,0,0,0,3962,0,0,0,0,3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,297,0,165,0
ANTELOPE VALLEY SCHOOLS TRANSPORTATION AGENCY,15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15800,0,0,0,0,0,0,15586,0,0,44,0,0,0,0,0,0,0,38,0
LA PUENTE VALLEY ROP JPA,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,1205,0,0,0,0,0,0,1028,0,0,0,0,0,0,0,2,0,0,71,0
PUPIL TRANSPORTATION CO-OP JPA,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,28,0
PARTNERS IN NUTRITION,16433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16433,0,0,0,0,0,0,16288,54,0,0,0,0,0,0,0,0,0,91,0
SANTA CLARITA VLLY SCH FOOD SVS AGENCY JPA,10996,5911,0,0,0,0,0,0,0,5911,0,0,0,0,373,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,4712,0,0,0,0,0,0,0,0,0,0,2581,0,0,0,275,0,0,43,0
ABC UNIF SCHOOL DIST,278748,17869,4495,5028,433,228,189,420,2121,5616,0,0,0,0,203203,149630,121,11431,1456,0,0,0,408,0,0,33031,0,0,7126,0,57676,0,35990,0,0,0,0,3419,7784,1057,0,2433,0,0,0,259,704,0,1259,0
EL RANCHO UNIFIED SCHOOL DIST,124946,9127,2634,1430,586,0,79,254,2121,2609,0,0,0,0,85200,73655,58,0,674,0,0,0,188,0,0,7482,0,0,3143,0,30619,0,23562,0,0,0,0,3556,0,13,0,438,0,0,0,0,716,0,853,0
CA ADVANCING PATHWAYS FOR STUDENTS IN LOS ANGELES COUNTY JPA,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0
ALVIEW DAIRYLAND UNION ELEMENTARY,4825,394,119,25,9,0,0,10,59,181,0,0,0,0,3105,2666,4,0,30,0,0,0,14,0,0,278,0,0,113,0,1326,0,1187,0,0,0,0,71,0,0,0,35,0,0,0,0,0,0,30,0
CHOWCHILLA ELEMENTARY SCHOOL DISTRICT,31629,2578,898,139,146,0,0,57,165,1319,0,0,0,0,23436,19098,18,0,159,0,0,0,93,0,0,3358,0,0,710,0,5615,0,3654,0,0,0,0,428,282,0,0,129,0,0,0,0,10,0,458,0
CHOWCHILLA UNION HIGH SCHOOL DISTRICT,16102,876,440,67,65,0,41,11,13,304,0,0,0,0,9267,7307,8,0,75,0,0,29,25,0,0,1473,0,0,350,0,5959,0,5159,0,0,0,0,10,261,0,0,139,0,0,0,0,0,0,136,0
MADERA UNIFIED SCHOOL DISTRICT,314552,29195,9619,1244,1203,0,229,807,3219,14077,0,0,0,0,238572,193192,120,46,1178,0,0,14,939,2245,0,34225,0,0,6613,0,46785,0,33029,0,0,0,0,2310,2870,145,0,85,0,0,0,7,113,60,3708,0
BASS LAKE JOINT UNION ELEMENTARY SCHOOL DISTRICT,11117,549,181,56,18,0,0,9,0,270,0,0,0,33,4287,2959,6,0,63,0,0,0,21,0,0,978,0,0,260,0,6281,0,5712,0,0,0,0,205,0,0,0,63,0,0,0,0,19,0,71,0
RAYMOND KNOWLES UNION ELEM SCHOOL DIST,1237,133,67,6,8,0,0,0,16,41,0,0,0,3,537,405,1,0,5,0,0,0,3,0,0,96,0,0,27,0,567,0,472,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,14,0
YOSEMITE UNIFIED SCHOOL DISTRICT,23569,1441,626,131,34,0,11,0,182,428,0,0,0,63,13214,10049,15,0,169,0,0,3,33,0,0,2422,0,0,523,0,8914,0,8205,0,0,0,0,0,0,0,0,141,0,0,0,0,7,0,130,0
GOLDEN VALLEY UNIFIED SCHOOL DISTRICT,28254,864,242,123,46,0,11,11,26,451,0,0,0,0,16522,13276,14,0,144,0,0,19,35,0,0,2419,0,0,615,0,10868,0,7409,0,0,0,230,433,0,0,0,316,0,0,0,0,0,0,108,0
BOLINAS STINSON UN SCHOOL DIST,4939,358,26,15,4,0,0,1,20,21,0,275,0,0,711,260,4,0,6,0,0,0,2,0,0,315,0,0,124,0,3870,0,3065,0,0,0,536,48,0,0,0,24,0,0,0,0,1,0,42,0
DIXIE ELEM SCH DIST,29777,483,123,310,23,0,0,14,2,34,0,0,0,0,4516,1138,11,0,140,0,0,0,2,0,0,2474,0,0,751,0,24778,0,17563,0,0,0,2543,1023,0,0,148,49,0,0,0,130,1597,0,277,0
KENTFIELD ELEM SCH DIST,23577,221,26,174,15,0,0,11,10,0,0,0,0,0,3602,959,6,0,87,0,0,0,0,0,0,1972,0,0,578,0,19754,0,12166,0,0,0,4375,610,0,0,0,0,0,0,0,0,115,220,372,0
LAGUNA JT ELEM SCH DIST,218,25,11,2,0,0,0,0,12,0,0,0,0,0,118,111,0,0,1,0,0,0,0,0,0,0,0,0,6,0,75,0,51,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0
LAGUNITAS ELEM SCH DIST,4884,96,6,42,4,0,0,0,40,8,0,0,0,0,991,504,3,0,12,0,0,0,0,0,0,372,0,0,100,0,3797,0,2565,0,0,0,710,130,0,0,0,29,0,0,0,0,34,0,17,0
LARKSPUR-COLE-MADERA SCHOOL DISTRICT,29683,384,41,243,21,0,0,2,10,88,0,0,0,0,10160,3881,8,0,98,0,0,0,5,3194,0,2321,0,0,653,0,19139,0,12465,0,0,0,3072,798,0,0,0,225,0,0,0,0,664,0,92,0
LINCOLN ELEM SCH DIST,334,17,0,0,1,0,0,0,17,0,0,0,0,0,156,148,0,0,0,0,0,0,0,0,0,0,0,0,8,0,161,0,140,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0
MILL VALLEY ELEM SCH DIST,59881,764,89,567,35,0,0,10,12,86,0,0,0,0,11020,2435,16,0,178,0,0,0,4,0,0,7079,0,0,1308,0,48097,0,28622,0,0,0,11344,1485,0,0,76,608,0,0,0,0,1204,0,405,0
NICASIO SCHOOL DISTRICT,1389,19,0,2,1,0,0,1,16,0,0,0,0,0,160,51,0,0,3,0,0,0,0,0,0,82,0,0,24,0,1210,0,925,0,0,0,196,22,0,0,0,0,0,0,0,0,0,0,12,0
NOVATO UNIF SCH DIST,117746,4492,731,1890,148,0,45,188,416,1222,0,0,0,0,50864,35020,44,0,526,0,0,0,96,0,0,12513,0,0,2665,0,62390,0,47473,0,0,0,4177,3058,1489,0,0,629,0,0,0,235,165,0,1119,0
REED UNION ELEM SCHOOL DIST,29658,251,102,137,24,0,0,7,5,0,0,0,0,0,3804,408,9,0,98,0,0,0,0,0,0,2636,0,0,653,0,25603,0,19229,0,0,0,2333,685,0,0,0,0,0,0,0,0,752,0,175,0
ROSS ELEM SCH DIST,10491,71,15,46,6,0,0,0,10,0,0,0,0,0,1269,283,3,0,27,0,0,0,0,0,0,724,0,0,232,0,9151,0,6341,0,0,0,861,196,0,0,0,0,0,0,0,0,25,0,99,0
ROSS VALLEY SCHOOL DISTRICT,32680,535,86,364,73,0,0,5,10,70,0,0,0,0,12365,6978,12,0,148,0,0,0,4,1561,0,2905,0,0,757,0,19780,0,13536,0,0,0,4032,319,0,0,0,108,0,0,0,0,330,0,337,0
SAN RAFAEL ELEMENTARY DISTRICT,76949,3916,746,1293,139,0,0,121,1,1755,0,0,0,0,33379,23652,17,0,331,0,0,0,112,0,0,7627,0,0,1640,0,39654,0,29995,0,0,0,3237,2361,338,0,232,194,0,0,0,0,298,0,1323,0
SAN RAFAEL HIGH SCHOOL DISTRICT,54265,1361,289,486,60,0,55,102,2,412,0,0,0,15,6265,661,11,0,188,0,0,0,35,0,0,4330,0,0,1040,0,46639,0,38573,0,0,0,3242,1578,171,0,0,105,0,0,0,0,336,0,1370,0
SAUSALITO ELEM SCHOOL DIST,10278,386,216,109,16,0,0,4,0,57,0,0,0,0,1841,1165,4,0,10,0,0,0,10,0,0,524,0,0,128,0,8051,0,7462,0,0,0,0,0,94,0,0,1,0,0,0,117,82,0,51,0
TAMALPAIS UNION HIGH SCHOOL DIST,113230,1465,167,965,50,0,67,15,83,168,0,0,0,0,14508,1947,26,0,343,0,0,0,12,0,0,9708,0,0,2472,0,97257,0,76083,0,0,0,13478,2662,83,755,0,772,0,0,0,2,542,0,414,0
SHORELINE UNIFIED SCH DIST,17567,2185,117,130,11,0,0,22,2,191,0,1723,0,0,2883,1223,0,0,40,0,0,6,16,0,0,1216,0,0,382,0,12499,0,10551,0,0,0,993,311,0,0,0,14,0,0,0,0,12,0,185,0
MARIPOSA COUNTY UNIFIED SCHOOL DISTRICT,26902,1922,770,0,125,0,19,0,394,582,0,53,24,80,8112,5193,16,0,125,0,0,19,46,121,0,1977,0,0,615,0,16868,0,15356,0,0,0,0,0,0,0,0,73,0,0,0,0,129,0,412,0
ANDERSON VALLEY UNIFIED SCH DIST,9501,862,191,93,22,0,6,24,138,410,0,0,0,0,4326,2954,7,0,32,0,0,9,23,0,0,1105,0,0,196,0,4313,0,2909,0,0,0,0,742,0,0,0,4,0,0,0,0,0,0,61,0
FORT BRAGG UNIF SCH DIST,28369,2204,621,454,117,0,20,43,239,827,0,0,0,0,14660,11014,19,0,124,0,0,11,84,0,0,2767,0,0,641,0,11505,0,8893,0,0,0,0,1300,571,0,0,169,0,0,0,34,45,0,72,0
MANCHESTER UNION ELEM SCH DIST,914,89,39,11,2,0,0,0,32,7,0,0,0,0,185,89,1,0,3,0,0,0,0,0,0,69,0,0,23,0,640,0,574,0,0,0,0,33,0,0,0,3,0,0,0,0,0,0,7,0
MENDOCINO UNIF SCH DIST,13401,281,35,95,8,0,3,0,61,87,0,0,0,0,3379,2150,9,0,35,0,0,0,7,0,0,927,0,0,251,0,9741,0,6715,0,0,0,91,443,0,0,0,67,0,0,0,2200,16,0,66,0
ROUND VALLEY UNIFIED SCH DIST,9219,2614,273,78,21,0,6,0,52,226,0,1849,63,67,4803,3816,4,0,29,0,0,8,18,0,0,715,0,0,213,0,1802,0,1260,0,0,0,0,367,0,0,0,3,0,0,0,0,1,0,108,0
UKIAH UNIFIED SCH DIST,95125,7697,1888,1459,358,0,57,146,777,3130,0,138,98,4,55007,42433,49,0,345,0,0,14,262,0,0,9610,0,0,2294,0,32421,0,22830,0,0,0,0,4721,2945,99,0,89,0,0,0,56,7,0,269,0
WILLITS UNIF SCH DIST,23392,1780,426,409,67,0,16,18,219,691,0,0,0,1,13745,10438,17,0,105,0,0,9,62,0,0,2575,0,0,539,0,7867,0,6256,0,0,0,0,732,425,0,0,20,0,0,0,0,6,0,62,0
ARENA UNION ELEMENTARY/POINT ARENA JT UNION HIGH SCHOOL DISTRICT,9975,654,127,108,17,0,4,0,74,153,0,188,0,0,1649,912,5,0,25,0,0,0,11,0,0,696,0,0,0,0,7672,0,7004,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,48,0
LEGGETT VALLEY UNIF SCHOOL DIST,2782,113,34,24,0,0,0,0,27,28,0,0,0,0,2135,1816,3,0,10,0,0,0,7,0,0,232,0,0,67,0,534,0,336,0,0,0,0,120,0,0,0,9,0,0,0,17,0,0,17,0
POTTER VALLEY CMTY. UNIF. SCH. DIST.,4883,347,114,48,14,0,3,0,35,144,0,0,0,3,2522,1778,4,0,18,0,0,8,7,0,0,603,0,0,104,0,2014,0,1379,0,0,0,0,360,0,0,0,18,0,0,0,0,1,0,30,0
LAYTONVILLE UNIFIED SCHOOL DST,6953,494,178,76,20,0,0,0,22,143,0,50,17,8,2599,1771,6,0,25,0,0,0,11,0,0,630,0,0,156,0,3860,0,3106,0,0,0,0,492,0,0,0,21,0,0,0,0,21,0,68,0
ATWATER ELEM SCH DIST,69807,6901,2101,848,192,0,0,160,176,3616,0,0,0,0,56636,47540,35,1207,362,0,0,0,293,0,0,5619,0,0,1580,0,6270,0,4771,0,0,0,0,51,167,0,0,72,0,0,0,4,33,0,707,0
BALLICO CRESSEY ELEM SCH DIST,5765,402,133,58,13,0,0,11,40,160,0,0,0,0,3581,2884,3,90,27,0,0,0,11,0,0,447,0,0,119,0,1782,0,1581,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,114,0
DELHI UNIFIED SCHOOL DISTRICT,39093,3127,1045,428,104,0,18,99,90,1447,0,0,0,0,31803,25479,21,606,241,0,0,3,107,0,0,4382,0,0,964,0,4163,0,3513,0,0,0,0,4,0,0,0,89,0,0,0,40,2,0,166,0
DOS PALOS ORO-LOMA JOINT UNIFIED,36696,3347,981,369,164,0,23,65,142,1767,0,0,0,0,26236,20925,23,566,170,0,0,20,145,0,0,3543,0,0,844,0,7113,0,6283,0,0,0,0,48,0,0,0,13,0,0,0,0,0,0,244,0
EL NIDO SCH DIST,2674,222,48,14,6,0,0,12,14,134,0,0,0,0,1638,1159,2,42,12,0,0,0,9,0,0,351,0,0,63,0,814,0,735,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,0
GUSTINE UNIFIED SCHOOL DIST,27002,2403,1074,346,9,0,8,40,24,911,0,0,0,0,19782,15733,18,428,126,0,0,24,152,0,0,2696,0,0,605,0,4817,0,4082,0,0,0,0,30,123,0,0,41,0,0,0,0,6,0,305,0
HILMAR UNIFIED SCH DIST,30109,1663,424,311,51,0,12,62,119,735,0,0,0,0,21134,16000,14,552,166,0,0,19,55,0,0,3506,0,0,822,0,7312,0,6177,0,0,0,0,50,0,0,0,164,0,0,0,0,0,0,131,0
LE GRAND UNION ELEM SCH DIST,5887,718,232,41,17,0,0,9,45,391,0,0,0,0,4188,3190,5,88,27,0,0,0,48,0,0,687,0,0,143,0,981,0,826,0,0,0,0,0,0,0,0,22,0,0,0,27,0,0,24,0
LE GRAND UNION HIGH SCHOOL DIST,9386,1256,535,77,34,0,22,8,343,271,0,0,0,0,5847,4251,6,116,35,0,0,18,19,0,0,1213,0,0,189,0,2283,0,1985,0,0,0,0,31,0,0,0,33,0,0,0,0,0,0,71,0
LIVINGSTON UNION SCHOOL DISTRICT,38392,3447,878,286,87,0,0,99,24,2160,0,0,0,0,29841,22998,19,586,179,0,0,0,144,0,0,5066,0,0,849,0,5104,0,3824,0,0,0,0,38,123,0,0,7,0,0,0,0,34,0,454,0
LOS BANOS UNIFIED SCH DIST,159281,11290,4001,2000,227,0,80,386,492,4331,0,0,0,0,117564,100716,72,2574,787,0,0,60,338,0,0,9324,0,0,3693,0,30427,0,16907,0,0,0,141,78,985,0,0,702,0,0,0,0,69,0,3067,0
MCSWAIN UNION ELEM SCH DIST,10382,464,122,122,18,0,0,7,11,202,0,0,0,0,7285,5815,7,208,60,0,0,0,14,0,0,912,0,0,269,0,2633,0,1835,0,0,0,229,44,0,0,0,131,0,0,0,190,0,0,43,0
MERCED CITY SCH DIST,160953,17335,8125,1641,577,0,0,123,683,6763,0,0,0,0,126363,100171,63,2598,787,0,0,0,487,0,0,18486,0,0,3771,0,17255,0,11518,0,0,0,0,468,706,0,0,342,0,0,0,1,80,0,1281,0
MERCED UNION HIGH SCHOOL DIST,175714,13449,5338,1567,439,0,334,99,2452,3590,0,0,0,69,126508,101312,73,2461,737,0,0,97,284,0,0,17568,0,0,3976,0,35757,0,25603,0,0,0,0,107,834,1,0,411,0,0,0,41,13,0,916,0
PLAINSBURG ELEMENTARY SCH DIST,1311,85,23,10,2,0,0,1,19,32,0,0,0,0,539,441,1,26,8,0,0,0,2,0,0,35,0,0,26,0,687,0,610,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,52,0
PLANADA ELEM SCH DIST,12395,1205,426,86,40,0,0,9,71,613,0,0,0,0,9726,8055,8,194,58,0,0,0,44,0,0,1058,0,0,309,0,1464,0,966,0,0,0,0,57,0,0,0,4,0,0,0,0,0,0,43,0
SNELLING-MERCED FALLS UNION ELEM SCH DIST,1142,104,35,11,3,0,0,2,12,44,0,0,0,0,468,369,1,18,6,0,0,0,4,0,0,42,0,0,28,0,570,0,542,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,0
WEAVER UNION SCH DIST,43299,3807,1426,357,116,0,0,97,0,1927,0,0,0,0,33890,27364,0,678,197,0,0,0,132,0,0,4504,0,0,1015,0,5602,0,3362,0,0,0,0,86,67,0,0,17,0,0,0,0,0,0,473,0
WINTON SCHOOL DISTRICT,30029,2583,661,313,65,0,0,99,99,1411,0,0,0,0,25209,20197,16,472,137,0,0,0,108,0,0,3588,0,0,691,0,2237,0,1271,0,0,0,0,24,0,0,0,16,0,0,0,3,0,0,423,0
