District,TOTALREV,TFEDREV,C14,C15,C16,C17,C19,B11,C20,C25,C36,B10,B12,B13,TSTREV,C01,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C24,C35,C38,C39,TLOCREV,T02,T06,T09,T15,T40,T99,D11,D23,A07,A08,A09,A11,A13,A15,A20,A40,U11,U22,U30
KERNVILLE UNION ELEM SCH DIST,14348,1456,461,180,46,0,0,0,71,744,0,0,0,0,9142,6891,11,0,59,0,0,0,55,0,0,1786,0,0,340,0,3750,0,2517,0,0,0,0,376,0,0,0,1,0,0,0,0,0,0,72,0
LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT,17895,1098,177,285,52,0,0,18,23,595,0,0,0,0,12625,11335,8,0,93,0,0,0,46,0,0,748,0,0,395,0,4172,0,2248,0,0,0,0,662,0,0,0,74,0,0,0,0,13,0,100,0
LINNS VAL-POSO FLAT UNION SCH DIST,707,94,51,28,2,0,0,0,15,0,0,0,0,0,212,158,0,0,2,0,0,0,0,0,0,38,0,0,14,0,401,0,287,0,0,0,0,97,0,0,0,0,0,0,0,0,1,0,16,0
LOST HILLS UNION ELEM SCH DIST,10046,1956,882,96,16,0,0,41,555,382,0,0,0,0,3802,3080,6,0,32,0,0,0,39,0,0,484,0,0,161,0,4288,0,3431,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,311,0
MAPLE ELEM SCH DIST,3683,161,25,51,5,0,0,0,21,64,0,0,0,0,2620,2039,2,0,19,0,0,0,12,231,0,241,0,0,76,0,902,0,521,0,0,0,0,142,0,0,0,22,0,0,0,0,0,0,184,0
MARICOPA UNI SCH DIST,10077,419,149,51,17,0,0,0,24,195,0,0,0,0,4943,3682,4,0,21,0,0,0,16,0,0,1094,0,0,126,0,4715,0,2510,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,106,0
MCFARLAND UNIFIED SCHOOL DIST,58454,5557,2191,625,267,0,43,219,291,2163,0,0,0,25,39924,31696,24,0,247,0,0,7,159,745,0,5935,0,0,1111,0,12973,0,9378,0,0,0,0,1664,378,0,0,35,0,0,0,1,3,0,608,0
MCKITTRICK ELEM SCH DIST,2304,12,0,5,0,0,0,0,7,0,0,0,0,0,253,163,1,0,5,0,0,0,0,0,0,26,0,0,58,0,2039,0,1737,0,0,0,0,29,0,0,0,6,0,0,0,0,0,0,200,0
MIDWAY ELEM SCH DIST,2327,44,2,4,10,0,0,0,26,12,0,0,0,0,254,170,1,0,6,0,0,0,2,0,0,37,0,0,38,0,2029,0,1895,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,109,0
MOJAVE UNIFIED SCHOOL DISTRICT,44700,3658,1697,518,265,0,43,9,169,1222,0,0,0,0,19476,16122,31,0,188,0,0,0,277,0,0,1831,0,0,1027,0,21566,0,17959,0,0,0,0,1508,858,0,0,37,0,0,0,2,0,0,291,0
LAMONT ELEM SCH DIST,48064,5056,1530,542,150,0,0,211,269,2504,0,0,0,0,38471,32313,30,0,219,0,0,0,182,0,0,4683,0,0,1044,0,4537,0,1462,0,0,0,0,2112,0,0,0,0,0,0,0,0,35,0,357,0
MUROC UNIF SCH DIST,44623,18465,463,310,57,0,2,0,14635,248,0,2807,0,0,20499,12552,15,0,117,0,0,0,20,6086,0,1109,0,0,600,0,5659,0,4315,0,0,0,0,867,0,0,0,108,0,0,0,0,0,0,298,0
NORRIS ELEM SCH DIST,51122,1148,0,749,67,0,0,0,0,399,0,0,0,0,35054,30204,23,0,274,0,0,0,27,0,0,3507,0,0,1019,0,14920,0,9165,0,0,0,743,2030,0,0,0,485,0,0,0,1519,14,0,605,0
PANAMA BUENA VISTA UNION SCH DT,247048,17944,5975,3330,644,0,0,22,915,7702,0,0,0,0,197826,156734,164,9035,1257,0,0,0,552,0,0,23964,0,0,6120,0,31278,0,19831,0,0,0,0,0,10,0,0,1206,0,0,0,0,95,0,1237,0
POND UNION ELEM SCH DIST,2806,284,123,47,27,0,0,0,20,94,0,0,0,0,1494,1327,2,0,13,0,0,0,7,0,0,77,0,0,68,0,1028,0,901,0,0,0,0,86,3,0,0,0,0,0,0,0,0,0,34,0
RICHLAND-LERDO ELEMENTARY,45132,5185,1448,611,35,0,0,43,428,2654,0,1,0,0,32489,29227,0,0,216,0,0,0,201,0,0,1703,0,0,1142,0,7458,0,4589,0,0,0,0,1156,171,0,0,25,0,0,0,0,20,0,410,0
RIO BRAVO-GREELEY UNION SCHOOL DIST,14187,965,201,216,38,0,0,11,143,394,0,0,0,0,7311,6437,8,0,67,0,0,0,30,0,0,469,0,0,300,0,5911,0,3983,0,0,0,179,502,0,0,0,176,0,0,0,0,40,0,129,0
ROSEDALE UNION ELEM SCH DIST,69101,2524,584,1147,95,0,0,0,207,586,0,0,0,0,44556,39722,35,0,404,0,0,0,37,0,0,2593,0,0,1765,0,22021,0,12977,0,0,0,561,2773,0,0,0,455,0,0,0,3,28,0,111,0
SEMITROPIC ELEM SCH DIST,3066,220,24,26,2,0,0,27,5,138,0,0,0,0,1950,1783,1,0,14,0,0,0,11,0,0,84,0,0,57,0,896,0,655,0,0,0,0,94,0,0,0,11,0,0,0,0,1,0,39,0
GEN SHAFTER ELEM SCH DIST,3523,209,72,28,6,0,0,0,41,68,0,0,0,0,433,201,2,0,10,0,0,0,5,0,0,153,0,0,62,0,2881,0,2618,0,0,0,0,78,0,0,0,11,0,0,0,0,0,0,144,0
SOUTHERN KERN UNIF SCHOOL DIST,51638,4310,1171,646,15,0,38,6,350,2099,0,0,0,0,35056,27826,39,0,241,0,0,0,126,0,0,5623,0,0,1201,0,12272,0,9556,0,0,0,0,1936,0,2,0,91,0,0,0,0,0,0,107,0
SOUTH FORK UNION SCHOOL DISTRICT,3827,503,153,37,10,0,0,0,47,266,0,0,0,0,2615,2181,3,0,17,0,0,0,20,0,0,306,0,0,88,0,709,0,451,0,0,0,0,120,0,0,0,1,0,0,0,0,0,0,15,0
STANDARD SCH DIST,42933,4591,1186,587,140,0,0,0,225,2593,0,0,0,0,26162,22912,23,0,207,0,0,0,209,0,0,1854,0,0,957,0,12180,0,10131,0,0,0,0,1370,0,0,0,2,0,0,0,23,2,0,554,0
TAFT CITY SCHOOL DISTRICT,35221,3062,732,349,119,0,0,128,176,1677,0,0,0,0,20490,17058,12,0,113,0,0,0,110,0,0,2489,0,0,708,0,11669,0,8807,0,0,0,0,1289,40,0,0,815,0,0,0,134,52,0,362,0
TAFT UNION HIGH SCHOOL DIST,28925,851,271,171,56,0,44,0,104,261,0,0,0,0,13078,11655,15,0,67,0,0,13,24,0,0,706,0,0,598,0,14996,0,13794,0,0,0,0,508,11,0,0,48,0,0,0,5,4,0,527,0
TEHACHAPI UNIF SCHOOL DIST,53278,2680,617,762,155,0,39,7,241,1014,0,0,0,0,33349,27430,30,0,298,0,0,0,69,0,0,4264,0,0,1258,0,17249,0,13590,0,0,0,0,1332,368,0,161,315,0,0,0,290,42,0,281,0
VINELAND ELEM SCH DIST,10564,1320,524,127,33,0,0,28,37,604,0,0,0,0,7996,7158,6,0,47,0,0,0,34,0,0,541,0,0,210,0,1248,0,686,0,0,0,0,338,0,0,0,3,0,0,0,0,21,0,190,0
WASCO UNION ELEM SCH DIST,57591,5793,2165,676,200,0,0,76,479,2397,0,0,0,0,40904,35351,26,0,265,0,0,0,176,0,0,3833,0,0,1253,0,10894,0,4788,0,0,0,0,3452,437,0,0,8,0,0,0,18,26,0,967,0
WASCO UNION HIGH SCHOOL DIST,29947,1917,735,297,79,0,76,40,48,721,0,0,0,0,15858,13715,11,0,124,0,0,15,64,0,0,1314,0,0,615,0,12172,0,9329,0,0,0,0,1075,378,0,0,32,0,0,0,0,52,0,738,0
NORTH KERN VOCATIONAL TRAINING CENTER JPA,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,1122,0,0,0,0,0,0,1076,0,23,0,0,0,0,0,0,0,0,19,0
SIERRA SANDS UNIFIED SCHOOL DISTRICT,70049,9788,1955,1102,254,0,59,31,3223,1405,0,2013,0,0,49731,40605,43,2686,294,0,0,0,106,0,0,4334,0,0,1663,0,10530,0,6363,0,0,0,0,0,2577,0,29,309,0,0,0,0,178,0,464,0
ARMONA UNION ELEMENTARY SCHOOL DISTRICT,18271,2338,1359,51,40,0,0,23,12,893,0,0,0,0,13755,11801,8,0,82,0,0,0,71,0,0,1418,0,0,375,0,2178,0,1115,0,0,0,0,172,191,0,0,1,0,0,0,0,0,0,364,0
CENTRAL UNION ELEMENTARY SCHOOL DISTRICT,45578,17344,417,78,64,0,0,13,8658,678,0,7481,19,0,26040,15507,18,0,175,0,0,0,51,6858,0,2695,0,0,736,0,2194,0,548,0,0,0,0,522,13,0,0,284,0,0,0,0,0,0,318,0
CORCORAN JOINT UNIF SCH DIST,47836,3954,1446,159,146,0,33,84,262,1970,0,0,0,0,38876,32279,11,0,231,0,0,15,150,0,0,5124,0,0,1066,0,5006,0,2688,0,0,0,0,918,378,0,0,4,0,0,0,53,0,0,278,0
HANFORD ELEM SCH DIST,81203,6358,2388,296,114,0,0,153,343,3178,0,0,0,0,67431,58329,42,0,430,0,0,0,237,0,0,6342,0,0,2051,0,7414,0,3811,0,0,0,0,1742,180,0,0,71,0,0,0,0,35,0,539,0
HANFORD JT UNION HIGH SCH DIST,59543,2904,1088,185,200,0,125,61,375,1070,0,0,0,0,44170,35726,23,0,269,0,0,22,99,0,0,6699,0,0,1332,0,12469,0,8191,0,0,0,0,1342,391,73,0,493,0,0,0,0,39,0,792,0
ISLAND UNION ELEM SCH,4825,213,63,21,0,0,0,0,32,96,0,1,0,0,4040,3467,3,0,31,0,0,0,7,0,0,532,0,0,0,0,572,0,212,0,0,0,0,124,0,0,0,52,0,0,0,0,0,0,93,0
KINGS RIVER-HARDWICK UNION ELEM SCH DIST,9118,229,87,37,20,0,0,0,0,105,0,0,0,0,7606,6599,4,0,58,0,0,0,6,0,0,939,0,0,0,0,1283,0,512,0,0,0,0,230,0,0,0,123,0,0,0,0,0,0,77,0
KIT CARSON ELEM SCH DIST,6036,339,86,19,5,0,0,0,40,194,0,0,0,0,4520,3813,3,0,29,0,0,0,15,0,0,521,0,0,139,0,1177,0,646,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,85,0
LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT,4869,627,251,16,20,0,0,14,43,303,0,0,0,0,3465,3037,4,0,32,0,0,0,23,0,0,266,0,0,103,0,777,0,353,0,0,0,0,114,157,0,0,5,0,0,0,0,0,0,99,0
LEMOORE UNION ELEMENTARY SCHOOL DISTRICT,42005,2530,808,150,256,0,0,37,121,1386,0,28,0,0,34344,28489,17,0,242,0,0,0,105,0,0,4489,0,0,1002,0,5131,0,1173,0,0,0,0,934,1635,0,0,262,0,0,0,0,0,0,443,0
LEMOORE UNION HIGH SCHOOL DISTRICT,33164,1700,618,105,55,0,54,0,188,277,0,401,57,0,22890,19017,15,0,153,0,0,24,22,0,0,2898,0,0,761,0,8574,0,3343,0,0,0,0,1659,1264,0,0,137,0,0,0,0,39,0,449,0
PIONEER UNION ELEMENTARY SCHOOL DISTRICT,19450,874,394,95,48,0,0,0,29,356,0,0,0,0,14426,12229,12,0,112,0,0,0,26,0,0,2047,0,0,0,0,4150,0,1925,0,0,0,0,516,0,0,0,242,0,0,0,5,34,0,301,0
REEF SUNSET UNIFIED SCHOOL DISTRICT,41741,3391,1158,129,216,0,21,143,65,1875,0,0,0,0,33396,27790,21,0,190,0,0,8,116,0,0,4373,0,0,898,0,4954,0,2707,0,0,0,0,748,315,0,0,4,0,0,0,0,0,0,444,0
KINGS SCHOOLS TRANSPORTATION AUTHORITY JPA,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,0,0,0,0,0,0,2131,0,0,0,0,0,0,0,0,0,0,12,0
KELSEYVILLE UNIFIED SCHOOL DISTRICT,26440,1981,636,350,62,0,17,26,108,844,0,0,0,0,15109,11958,17,0,115,0,0,7,63,0,0,2388,0,0,561,0,9350,0,6435,0,0,0,0,1026,0,0,0,26,0,0,0,285,30,0,256,0
LAKEPORT UNIFIED SCHOOL DISTRICT,21310,1463,578,287,62,0,14,0,144,440,0,0,0,0,12625,9634,12,0,95,0,0,0,30,0,0,2349,0,0,505,0,7222,0,5574,0,0,0,0,825,172,0,0,101,0,0,0,0,12,0,208,0
LUCERNE ELEMENTARY SCHOOL DISTRICT,3722,389,122,57,12,0,0,0,29,177,0,0,0,4,2342,1989,3,5,17,0,0,0,15,0,0,225,0,0,88,0,991,0,705,0,0,0,0,167,36,0,0,3,0,0,0,0,0,0,61,0
MIDDLETOWN UNIFIED SCHOOL DISTRICT,18846,1017,280,324,55,0,11,1,81,320,0,0,0,0,11065,8854,14,0,142,0,0,14,24,0,0,1560,0,0,457,0,6764,0,6130,0,0,0,0,0,0,0,0,156,0,0,0,0,5,0,104,0
UPPER LAKE UNIFIED SCHOOL DISTRICT,12734,1300,345,172,44,0,12,0,97,510,0,38,0,126,7857,6168,8,0,58,0,0,12,38,0,0,1297,0,0,276,0,3577,0,2605,0,0,0,0,351,96,0,1,2,0,0,0,0,0,0,117,0
KONOCTI UNIFIED SCHOOL DISTRICT,52228,5018,1899,748,100,0,39,72,242,2011,0,0,0,7,34289,29566,32,0,226,0,0,5,157,0,0,3131,0,0,1172,0,12921,0,9071,0,0,0,0,2305,533,0,0,212,0,0,0,0,7,0,285,0
FORT SAGE UNIFIED SCHOOL DISTRICT,3811,173,33,0,1,0,1,0,52,66,0,0,0,21,3042,2607,2,0,11,0,0,7,5,0,0,330,0,0,80,0,596,0,415,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,77,0
JANESVILLE UNIFIED ELEMENTARY SCHOOL DISTRICT,4195,232,60,0,3,0,0,0,54,80,0,0,0,38,3388,2795,2,0,19,0,0,0,6,0,0,468,0,0,98,0,575,0,421,0,0,0,0,60,0,0,0,45,0,0,0,0,0,0,12,0
JOHNSTONVILLE ELEMENTARY SCHOOL DISTRICT,2150,71,22,0,9,0,0,0,19,9,0,0,0,21,1752,1440,2,0,13,0,0,0,4,0,0,247,0,0,46,0,327,0,227,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,16,0
LASSEN UNION HIGH SCHOOL DISTRICT,10805,291,111,0,25,0,23,1,0,65,0,0,10,81,6425,4889,6,0,56,0,0,25,5,0,0,1184,0,0,260,0,4089,0,3008,0,0,0,0,770,0,0,0,13,0,0,0,0,0,0,74,0
RAVENDALE-TERMO ELEMENTARY SCHOOL DISTRICT,403,17,0,0,0,0,0,0,15,0,0,0,0,2,283,270,0,0,1,0,0,0,0,0,0,8,0,0,4,0,103,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
RICHMOND ELEMENTARY SCHOOL DISTRICT,2268,49,0,0,2,0,0,0,12,16,0,0,0,21,1949,1637,1,0,14,0,0,0,1,0,0,246,0,0,50,0,270,0,181,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,38,0
SHAFFER UNION ELEMENTARY SCHOOL DISTRICT,2619,197,48,0,8,0,0,1,25,104,0,0,0,19,1764,1502,1,0,11,0,0,0,8,0,0,190,0,0,52,0,658,0,425,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13,0
SUSANVILLE ELEMENTARY SCHOOL DISTRICT,13305,974,403,0,48,0,0,11,36,378,0,0,26,120,8942,7309,8,0,77,0,0,0,29,0,0,1238,0,0,281,0,3389,0,2465,0,0,0,0,517,0,0,0,96,0,0,0,0,14,0,175,0
WESTWOOD UNIFIED SCHOOL DISTRICT,2992,191,76,0,8,0,2,0,32,41,0,0,0,40,1998,1534,2,0,11,0,0,6,2,0,0,380,0,0,63,0,803,0,665,0,0,0,0,39,0,0,0,7,0,0,0,0,9,0,16,0
BIG VALLEY JOINT UNIFIED SCHOOL DISTRICT,2518,185,43,0,6,0,1,1,21,73,0,0,0,46,1046,730,2,0,8,0,0,7,5,0,0,234,0,0,60,0,1287,0,1075,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,27,0
ALHAMBRA UNIFIED SCHOOL DISTRICT,319149,32429,4936,18397,856,0,205,480,2307,6104,0,0,0,0,208034,134984,157,214,1177,0,0,0,379,0,0,64735,0,0,6388,0,78686,0,47048,0,0,0,0,13912,5847,0,112,1023,0,0,0,3,424,0,2303,0
ANTELOPE VALLEY UNION HIGH SCHOOL DISTRICT,329027,22644,7900,5275,935,0,709,273,1895,6527,0,0,0,65,241154,194250,166,0,1474,0,0,26,524,0,0,36822,0,0,7892,0,65229,0,40492,0,0,0,0,8610,6547,265,0,579,0,0,0,0,1521,0,1029,0
ARCADIA UNIFIED SCHOOL DISTRICT,129305,4155,1024,1906,204,0,50,158,0,1017,0,0,0,0,50615,37548,61,0,673,0,0,0,72,0,0,8696,0,0,3565,0,74535,0,52572,0,0,0,4367,7548,1820,0,21,1758,0,0,0,101,877,0,1932,0
AZUSA UNIFIED SCHOOL DISTRICT,137874,12412,3206,2465,379,0,98,315,1286,5035,0,0,0,7,88003,71701,72,0,565,0,0,0,358,0,0,11878,0,0,3429,0,37459,0,22564,0,0,0,0,7341,2514,35,8,143,0,0,0,33,0,0,1125,0
BALDWIN PARK UNIFIED SCHOOL DISTRICT,226555,20135,5333,3699,602,0,193,0,2051,8859,0,0,0,0,159257,129417,122,0,3910,0,0,0,570,0,0,20078,0,0,5160,0,47163,0,22737,0,0,0,0,15184,1616,563,0,242,0,0,0,65,147,0,1258,0
BASSETT UNIFIED SCHOOL DISTRICT,64918,6095,1918,854,114,0,34,32,879,2343,0,0,0,35,39652,31661,33,0,265,0,0,0,456,0,0,5843,0,0,1394,0,19171,0,11888,0,0,0,0,5793,37,0,0,105,0,0,0,0,48,0,442,0
BELLFLOWER UNIFIED SCHOOL DISTRICT,171609,10873,2911,3013,820,0,110,265,1003,3571,0,0,0,0,126438,96598,58,4788,901,0,0,0,238,0,0,19859,0,0,3996,0,34298,0,25185,0,0,0,0,0,727,0,0,505,0,0,0,0,0,0,2477,0
BEVERLY HILLS UNIFIED SCHOOL DISTRICT,116239,1710,566,916,145,0,27,48,0,153,0,0,0,0,6684,2372,32,0,242,0,0,0,9,0,0,1872,0,0,2157,0,107845,0,82360,0,0,0,0,1908,0,0,0,545,0,0,0,0,11262,0,4433,0
BONITA UNIFIED SCHOOL DISTRICT,135575,6075,851,2006,205,0,46,52,1390,1711,0,0,0,19,80149,66899,58,0,711,0,0,0,128,0,0,8916,0,0,3437,0,49351,0,26172,0,0,0,814,8672,6002,0,110,1050,0,0,0,57,416,0,1077,0
BURBANK UNIFIED SCHOOL DISTRICT,207476,8269,1873,3064,297,0,77,192,968,2095,0,0,0,0,118768,80803,89,7988,1073,0,0,0,159,0,0,23381,0,0,5275,0,80439,0,56206,0,0,0,0,841,9686,237,0,1834,0,0,0,0,452,0,1506,0
CASTAIC UNION SCHOOL DISTRICT,35612,982,404,345,56,0,0,24,112,4,0,0,0,93,14907,12029,15,0,146,0,0,0,0,0,0,2065,0,0,652,0,19723,0,15624,0,0,0,0,1509,4,0,35,0,0,0,0,0,114,0,524,0
CENTINELA VALLEY UNION HIGH SCHOOL DIST,128481,10193,2872,1592,344,0,274,201,612,4642,0,0,0,0,65682,53779,47,2983,451,0,0,0,318,0,0,5166,0,0,2938,0,52606,0,39784,0,0,0,3940,0,1850,0,0,0,0,0,0,0,1192,0,2418,0
CHARTER OAK UNIF SCH DIST,69559,3823,777,1135,124,0,37,92,419,1361,0,0,0,2,42567,33502,35,0,332,0,0,0,108,0,0,6928,0,0,1662,0,23169,0,14188,0,0,0,0,3665,149,0,0,263,0,0,0,0,432,0,870,0
CLAREMONT UNI SCH DIST,100941,4090,709,1457,183,0,36,28,699,1154,0,0,0,7,57618,46597,45,0,490,0,0,0,78,0,0,8026,0,0,2382,0,39233,0,20388,0,0,0,1175,8030,1487,0,0,931,0,0,0,1,101,0,1140,0
COMPTON UNIFIED SCH DIST,364185,37648,15455,4393,2604,0,362,1289,1489,14660,0,0,0,0,256445,209543,193,981,1453,0,0,0,1095,0,0,35619,0,0,7561,0,70092,0,45751,0,0,0,0,0,4373,0,0,0,0,0,0,0,2461,0,2372,0
COVINA VAL UNIF SCH DIST,253550,34304,2732,23832,343,0,87,160,2366,5127,0,0,0,0,167080,93078,75,45958,829,0,0,9,326,0,0,22292,0,0,4513,0,52166,0,36929,0,0,0,0,3546,3257,545,0,719,0,0,0,1544,134,0,1759,0
CULVER CITY UNI SCH DIST,118873,7747,307,4896,132,0,23,57,1087,1377,0,0,0,0,62434,37685,48,4231,507,0,0,0,108,0,0,17355,0,0,2500,0,48692,0,23349,0,0,0,3,0,12973,434,0,1071,0,0,0,0,1537,0,1367,0
DOWNEY UNIF SCH DIST,323384,22252,4686,4807,712,0,306,706,2559,9188,0,0,0,0,216931,178672,134,0,1541,0,0,0,763,0,0,27451,0,0,8370,0,84201,0,53166,0,0,0,0,13017,1907,4244,0,1832,0,0,0,77,241,0,2711,0
DUARTE UNIF SCH DIST,60236,4414,945,1029,142,0,33,81,402,1924,0,0,0,0,35199,27838,30,0,260,0,0,0,133,0,0,5548,0,0,1390,0,20623,0,13757,0,0,0,0,997,2533,0,0,510,0,0,0,0,655,0,203,0
EASTSIDE UNION ELEM SCH DIST,47417,4789,1112,640,38,0,0,92,29,2916,0,0,0,0,34746,31317,20,0,221,0,0,0,26,0,0,1991,0,0,1171,0,7882,0,4975,0,0,0,0,1615,407,0,0,9,0,0,0,0,0,0,69,0
EAST WHITTIER ELEM SCH DIST,109283,6643,1177,1448,278,0,0,44,809,3163,0,0,0,2,76821,64477,50,0,626,0,0,0,212,0,0,8497,0,0,2959,0,25819,0,16497,0,0,0,0,3545,780,0,0,987,0,0,0,0,221,0,989,0
EL MONTE CITY SCHOOL DISTRICT,150362,16245,3636,1777,475,0,0,336,2173,8323,0,0,0,0,91977,74931,69,0,563,0,0,0,550,0,0,12304,0,0,3560,0,42140,0,25501,0,0,0,0,12754,1470,0,0,21,0,0,0,78,81,0,831,0
EL MONTE UNION HIGH SCHOOL DIST,173642,11263,3055,1543,186,0,317,235,1930,4183,0,0,0,0,111615,87132,58,0,593,0,0,0,352,0,0,19977,0,0,3503,0,50764,0,32514,0,0,0,0,4818,2209,35,0,28,0,0,0,0,1455,0,2080,0
EL SEGUNDO UNI SCH DIST,49305,1487,711,542,58,0,0,15,0,219,0,0,0,0,25598,19776,17,1094,250,0,0,0,14,0,0,3300,0,0,1147,0,22220,0,14184,0,0,0,0,0,0,0,0,588,0,0,0,2081,89,0,965,0
GARVEY ELEM SCH DIST,79693,7584,2823,985,329,0,0,265,523,2988,0,0,0,0,51408,41722,34,0,338,0,0,0,204,0,0,7194,0,0,1916,0,20701,0,9435,0,0,0,0,8233,421,0,0,293,0,0,0,0,361,0,388,0
GLENDALE UNIFIED SCH DIST,376130,26786,6206,9359,576,0,200,727,3487,6807,0,0,0,0,221935,152806,161,13938,1782,0,0,0,553,2468,0,41880,0,0,8347,0,127409,0,94099,0,0,0,0,1562,9052,0,0,2226,0,0,0,6205,2206,0,3927,0
GLENDORA UNIF SCH DIST,94524,3499,377,1831,166,0,25,38,336,892,0,0,0,0,62677,48639,38,0,685,0,0,0,67,0,0,10804,0,0,2444,0,28348,0,19946,0,0,0,0,3011,512,3,0,711,0,0,0,0,155,0,394,0
GORMAN ELEMENTARY SCHOOL DISTRICT,1507,115,0,4,1,0,0,0,1,26,0,0,0,84,847,755,1,0,4,0,0,0,2,0,0,56,0,0,29,0,545,0,303,0,0,0,0,0,127,0,0,2,0,0,0,0,11,0,79,0
HAWTHORNE ELEM SCH DIST,130660,10340,2971,1425,310,0,0,216,48,5680,0,0,0,0,98516,75513,51,8570,562,0,0,0,462,0,0,10603,0,0,2755,0,21804,0,15898,0,0,0,1614,0,819,0,0,272,0,0,0,0,2,0,915,0
HERMOSA BEACH ELEM SCH DIST,17196,264,0,228,32,0,0,0,0,36,0,0,0,0,6978,5318,8,525,96,0,0,0,1,0,0,574,0,0,456,0,9954,0,7328,0,0,0,0,0,0,0,0,216,0,0,0,0,91,0,555,0
HUGHES ELIZABETH LAKES UNION SCH DIST,2379,182,30,25,2,0,0,0,0,0,0,0,0,127,1030,864,1,0,13,0,0,0,0,0,0,102,0,0,50,0,1167,0,945,0,0,0,0,118,39,0,0,0,0,0,0,0,0,0,22,0
INGLEWOOD UNI SCH DIST,161506,14383,6577,2761,1115,0,122,457,556,3910,0,0,0,0,96643,76702,64,4011,417,0,0,0,423,0,0,12186,0,0,2840,0,50480,0,38842,0,0,0,0,0,5161,0,0,4,0,0,0,0,456,0,1227,0
KEPPEL UNION ELEM SCH DIST,37915,3959,1270,602,191,0,0,136,78,1873,0,0,0,0,28394,24332,22,0,185,0,0,0,118,0,0,2834,0,0,903,0,5562,0,3624,0,0,0,0,1060,211,0,0,8,0,0,0,0,28,0,168,0
LA CANADA UNIF SCH DIST,57661,929,0,848,19,0,0,26,0,42,0,0,0,13,21986,15659,28,2036,299,0,0,0,1,0,0,2477,0,0,1486,0,34746,0,23679,0,0,0,2582,0,0,0,0,785,0,0,0,0,2362,0,934,0
LANCASTER SCH DIST,197359,17152,5875,3153,624,0,0,285,475,7289,0,0,0,75,144400,127297,111,0,633,0,0,0,544,0,0,10913,0,0,4902,0,35807,0,21062,0,0,0,0,8535,2936,0,0,19,0,0,0,5,129,0,919,0
LAS VIRGENES UNIF SCH DIST,150494,5328,669,2368,170,0,51,82,1780,378,0,0,0,0,59104,42196,76,6010,794,0,0,0,23,0,0,6178,0,0,3827,0,86062,0,70620,0,0,0,2255,119,821,0,243,1478,0,0,203,11,2345,21,1246,0
LAWNDALE ELEM SCH DIST,180363,32678,1525,26929,198,0,0,327,892,3002,0,0,0,3,127285,46991,47,17077,380,0,0,0,200,0,0,60162,0,0,2428,0,20400,0,10836,0,0,0,1430,4216,1031,0,0,8,0,0,0,116,306,0,1045,0
LENNOX SCHOOL DISTRICT,90391,9295,2091,1158,233,0,0,201,1829,4016,0,0,0,0,69318,51627,56,2066,360,0,0,0,265,0,0,12716,0,0,2228,0,11778,0,8644,0,0,0,846,0,303,0,0,68,0,0,0,7,375,0,606,0
LITTLE LAKE ELEM SCH DIST,59932,3842,616,730,101,0,0,3,572,1836,0,0,0,85,40975,34353,24,0,307,0,0,0,134,0,0,4698,0,0,1459,0,15115,0,9866,0,0,0,370,1520,1510,0,0,361,0,0,0,0,341,0,327,0
LONG BEACH UNI SCH DIST,1202078,104110,21059,15464,3599,0,727,2106,13055,27150,0,0,9,24540,782564,567597,528,40426,4589,0,0,0,1861,15982,0,126103,0,0,25478,0,315404,0,231098,0,0,0,0,0,34752,0,0,4791,0,0,0,1378,1212,0,13502,0
LOS ANGELES UNIF SCH DIST,9840318,1036366,371965,150910,33240,0,7091,13525,148447,341585,0,0,67,2776,5848248,4328717,4347,376388,33681,0,0,22,24401,4142,0,873150,0,0,203400,0,2955704,0,2411346,0,0,0,0,0,131924,2893,0,9316,0,0,29,41858,31101,31500,90754,0
LOS NIETOS SCHOOL DISTRICT,26242,1616,431,275,73,0,0,85,415,410,0,0,0,0,16496,12906,19,0,111,0,0,0,87,0,0,2733,0,0,640,0,8130,0,5347,0,0,0,0,1392,954,0,0,2,0,0,0,0,8,0,231,0
LOWELL JT ELEM SCH DIST,35310,1821,280,701,117,0,0,44,157,639,0,0,0,0,18903,16042,15,0,226,0,0,0,48,0,0,1615,0,0,957,0,14586,0,10454,0,0,0,0,2023,109,0,0,401,0,0,0,0,896,0,380,0
